0,28
1,40
2,39
3,33
4,21
5,23
6,32
7,27
8,24
9,14
10,23
11,33
12,24
13,31
14,24
15,25
16,30
17,46
18,41
19,22
20,28
21,15
22,19
23,45
24,34
25,31
26,11
27,46
28,24
29,16
30,22
31,28
32,14
33,40
34,28
35,32
36,19
37,35
38,42
39,41
40,24
41,15
42,21
43,32
44,34
45,32
46,24
47,18
48,33
49,36
50,21
51,16
52,19
53,11
54,18
55,45
56,35
57,18
58,22
59,15
60,53
61,28
62,52
63,22
64,43
65,10
66,26
67,45
68,38
69,32
70,27
71,20
72,28
73,28
74,28
75,29
76,25
77,26
78,42
79,38
80,30
81,51
82,64
83,56
84,39
85,45
86,37
87,45
88,27
89,68
90,31
91,56
92,43
93,50
94,37
95,50
96,46
97,20
98,25
99,32
100,33
101,37
102,41
103,37
104,47
105,21
106,36
107,51
108,49
109,38
110,22
111,37
112,35
113,31
114,56
115,33
116,25
117,49
118,55
119,33
120,23
121,47
122,50
123,32
124,53
125,47
126,35
127,35
128,24
129,36
130,29
131,23
132,48
133,12
134,27
135,19
136,24
137,37
138,28
139,35
140,27
141,60
142,45
143,32
144,34
145,22
146,24
147,26
148,20
149,16
150,25
151,37
152,29
153,9
154,17
155,29
